questionId,subject,section,topicGroup,atomicTopic,atomicTopicZh,contentDomain,topicWeight,officialSkill,skillWeight,questionType,passageId,passageTitle,passageType,passageText,passageWordCount,questionText,choice1,choice2,choice3,choice4,answer,answerChoicePosition,answerExplanation,scoringRubric,difficulty,estimatedTimeSeconds,pictureKey,audioKey,assetRequirement,sourceOutlineUrl,officialReferenceUrl,courseReferenceUrl,frameworkVersion,authoringNote,maximumRawPoints,reviewStatus,itemOrigin
APCBC-005-17,AP Calculus BC,AP Math and Computer Science,Unit 2: Differentiation—Definition and Fundamental Properties,Derivative as a Limit,导数的极限定义,Calculus BC,5%–10%,Determine Expressions and Values,MCQ 50%–70%; FRQ 35%–60%,Multiple Choice,APCBC-005-17-SRC,AP Calculus BC — Derivative as a Limit — Practice Record 17,Student solution,"Original mathematical practice record APCBC-005-17. A function-based model involving Derivative as a Limit is represented analytically and by a table near input x = 8. One output is 10, a reported rate is 2.4, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,Which procedure or value is mathematically consistent in “AP Calculus BC — Derivative as a Limit — Practice Record 17”?,Derivative as a Limit: The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope.,"Separable Differential Equations: A separable equation can be rearranged into single-variable factors, integrated, and combined with an initial condition to determine a particular solution.","Disk and Washer Volumes: Rotation about an axis produces disk or washer area based on squared radii, which must be expressed as distances from the axis of rotation.",Sequence Limits: A sequence converges when its terms approach a finite value and diverges when no such limit exists.,A,1,Choice A is best because The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.,1 point for the keyed response; 0 points for any other response.,Easy,70,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-005-18,AP Calculus BC,AP Math and Computer Science,Unit 2: Differentiation—Definition and Fundamental Properties,Derivative as a Limit,导数的极限定义,Calculus BC,5%–10%,Translate Representations,MCQ 15%–30%; FRQ 10%–20%,Multiple Choice,APCBC-005-18-SRC,AP Calculus BC — Derivative as a Limit — Practice Record 18,Calculator-output description,"Original mathematical practice record APCBC-005-18. A function-based model involving Derivative as a Limit is represented analytically and by a table near input x = 2. One output is 15, a reported rate is 3.1, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,Which relationship connects the verbal and symbolic information in “AP Calculus BC — Derivative as a Limit — Practice Record 18”?,"Initial Conditions and Euler's Method: An initial condition selects one solution from a family, and Euler's method advances by repeatedly using slope times step size.",Derivative as a Limit: The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope.,"Parametric Derivatives: For a parametric curve, dy/dx is the quotient of derivatives with respect to the parameter when dx/dt is nonzero.","Geometric and Telescoping Series: A geometric series converges for common-ratio magnitude below one, while telescoping series simplify through cancellation of partial sums.",B,2,Choice B is best because The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.,1 point for the keyed response; 0 points for any other response.,Medium,85,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-005-19,AP Calculus BC,AP Math and Computer Science,Unit 2: Differentiation—Definition and Fundamental Properties,Derivative as a Limit,导数的极限定义,Calculus BC,5%–10%,Justify Reasoning and Solutions,MCQ 10%–20%; FRQ 35%–60%,Multiple Choice,APCBC-005-19-SRC,AP Calculus BC — Derivative as a Limit — Practice Record 19,Analytical representation,"Original mathematical practice record APCBC-005-19. A function-based model involving Derivative as a Limit is represented analytically and by a table near input x = 5. One output is 20, a reported rate is 3.8, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,Which reasoning best supports the conclusion in “AP Calculus BC — Derivative as a Limit — Practice Record 19”?,"Exponential Growth and Decay: When a rate of change is proportional to the current amount, the solution is exponential and its constant is determined by contextual data.",Second Derivatives of Parametric Curves: A parametric second derivative differentiates dy/dx with respect to the parameter and divides by dx/dt again.,Derivative as a Limit: The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope.,"Integral and p-Series Tests: Positive decreasing terms may be compared with an improper integral, and a p-series converges exactly when its exponent exceeds one.",C,3,Choice C is best because The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.,1 point for the keyed response; 0 points for any other response.,Medium,95,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-005-20,AP Calculus BC,AP Math and Computer Science,Unit 2: Differentiation—Definition and Fundamental Properties,Derivative as a Limit,导数的极限定义,Calculus BC,5%–10%,Communicate Results and Solutions,"FRQ only, 10%–25%",Multiple Choice,APCBC-005-20-SRC,AP Calculus BC — Derivative as a Limit — Practice Record 20,Table description,"Original mathematical practice record APCBC-005-20. A function-based model involving Derivative as a Limit is represented analytically and by a table near input x = 8. One output is 8, a reported rate is 4.5, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,Which written response is mathematically precise in “AP Calculus BC — Derivative as a Limit — Practice Record 20”?,"Logistic Differential Equations: Logistic growth includes a carrying capacity, has maximum growth at half that capacity, and approaches equilibrium rather than increasing without bound.","Vector-Valued Motion: Differentiating a position vector gives velocity, speed is the magnitude of velocity, and acceleration is the velocity derivative.",Comparison and Limit Comparison Tests: Positive-term series can inherit convergence or divergence from a benchmark through inequalities or a finite positive ratio limit.,Derivative as a Limit: The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope.,D,4,Choice D is best because The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.,1 point for the keyed response; 0 points for any other response.,Hard,110,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-005-21,AP Calculus BC,AP Math and Computer Science,Unit 2: Differentiation—Definition and Fundamental Properties,Derivative as a Limit,导数的极限定义,Calculus BC,5%–10%,Determine Expressions and Values,MCQ 50%–70%; FRQ 35%–60%,Multiple Choice,APCBC-005-21-SRC,AP Calculus BC — Derivative as a Limit — Practice Record 21,Graph description,"Original mathematical practice record APCBC-005-21. A function-based model involving Derivative as a Limit is represented analytically and by a table near input x = 2. One output is 13, a reported rate is 5.2, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,Which procedure or value is mathematically consistent in “AP Calculus BC — Derivative as a Limit — Practice Record 21”?,Derivative as a Limit: The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope.,"Average Value and Net Change: The average value of a function divides its integral by interval length, while net change integrates a rate with signs preserved.","Arc Length of Parametric and Vector Curves: Arc length accumulates speed, using the square root of the sum of squared component derivatives.","Alternating Series and Error: An alternating series converges when magnitudes decrease to zero, and its truncation error is bounded by the first omitted magnitude.",A,1,Choice A is best because The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.,1 point for the keyed response; 0 points for any other response.,Easy,70,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-005-22,AP Calculus BC,AP Math and Computer Science,Unit 2: Differentiation—Definition and Fundamental Properties,Derivative as a Limit,导数的极限定义,Calculus BC,5%–10%,Translate Representations,MCQ 15%–30%; FRQ 10%–20%,Multiple Choice,APCBC-005-22-SRC,AP Calculus BC — Derivative as a Limit — Practice Record 22,Contextual model,"Original mathematical practice record APCBC-005-22. A function-based model involving Derivative as a Limit is represented analytically and by a table near input x = 5. One output is 18, a reported rate is 5.9, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,Which relationship connects the verbal and symbolic information in “AP Calculus BC — Derivative as a Limit — Practice Record 22”?,Area Between Curves: Area between curves integrates top minus bottom or right minus left after locating relevant intersections and interval changes.,Derivative as a Limit: The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope.,"Polar Coordinates and Derivatives: Polar points use radius and angle, and polar slope follows from parametric differentiation of x=r cos theta and y=r sin theta.","Ratio and Root Tests: Ratio and root limits below one imply absolute convergence and above one imply divergence, while a limit of one is inconclusive.",B,2,Choice B is best because The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.,1 point for the keyed response; 0 points for any other response.,Medium,85,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-005-23,AP Calculus BC,AP Math and Computer Science,Unit 2: Differentiation—Definition and Fundamental Properties,Derivative as a Limit,导数的极限定义,Calculus BC,5%–10%,Justify Reasoning and Solutions,MCQ 10%–20%; FRQ 35%–60%,Multiple Choice,APCBC-005-23-SRC,AP Calculus BC — Derivative as a Limit — Practice Record 23,Student solution,"Original mathematical practice record APCBC-005-23. A function-based model involving Derivative as a Limit is represented analytically and by a table near input x = 8. One output is 6, a reported rate is 6.6, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,Which reasoning best supports the conclusion in “AP Calculus BC — Derivative as a Limit — Practice Record 23”?,Volumes with Cross Sections: A solid with known cross-sectional area has volume equal to the integral of that area along the perpendicular axis.,"Polar Area: Polar area over an angular interval is one half the integral of the squared radius, with intersections determining correct angular bounds.",Derivative as a Limit: The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope.,"Taylor and Maclaurin Series: Taylor coefficients are derivatives evaluated at the center divided by factorials, and Maclaurin series are centered at zero.",C,3,Choice C is best because The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.,1 point for the keyed response; 0 points for any other response.,Medium,95,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-005-24,AP Calculus BC,AP Math and Computer Science,Unit 2: Differentiation—Definition and Fundamental Properties,Derivative as a Limit,导数的极限定义,Calculus BC,5%–10%,Communicate Results and Solutions,"FRQ only, 10%–25%",Multiple Choice,APCBC-005-24-SRC,AP Calculus BC — Derivative as a Limit — Practice Record 24,Calculator-output description,"Original mathematical practice record APCBC-005-24. A function-based model involving Derivative as a Limit is represented analytically and by a table near input x = 2. One output is 11, a reported rate is 7.3, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,Which written response is mathematically precise in “AP Calculus BC — Derivative as a Limit — Practice Record 24”?,"Disk and Washer Volumes: Rotation about an axis produces disk or washer area based on squared radii, which must be expressed as distances from the axis of rotation.",Sequence Limits: A sequence converges when its terms approach a finite value and diverges when no such limit exists.,"Power Series Intervals and Error: A power series has a radius and endpoint-dependent interval of convergence, while Taylor remainder bounds quantify approximation error.",Derivative as a Limit: The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope.,D,4,Choice D is best because The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.,1 point for the keyed response; 0 points for any other response.,Hard,110,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
APCBC-005-25,AP Calculus BC,AP Math and Computer Science,Unit 2: Differentiation—Definition and Fundamental Properties,Derivative as a Limit,导数的极限定义,Calculus BC,5%–10%,Determine Expressions and Values,MCQ 50%–70%; FRQ 35%–60%,Calculator Free Response,APCBC-005-25-SRC,AP Calculus BC — Derivative as a Limit — Practice Record 25,Analytical representation,"Original mathematical practice record APCBC-005-25. A function-based model involving Derivative as a Limit is represented analytically and by a table near input x = 5. One output is 16, a reported rate is 8, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,"Using “AP Calculus BC — Derivative as a Limit — Practice Record 25,” determine and justify Derivative as a Limit. Show a valid mathematical procedure, connect at least two representations or contextual facts, and justify the conclusion with correct notation and units where applicable.",,,,,"A complete response should apply this governing idea: The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope. It should use the numerical, code, design, or study information in the practice record, show the relevant procedure or algorithm, and explain why the result follows under the stated conditions.",,"Responses can vary, but they must accurately use Derivative as a Limit, provide visible work or specific program/statistical evidence, and justify rather than merely state the result.",6-point instructional mathematics rubric: correct setup 1; valid procedure up to 2; accurate result 1; representation or context connection 1; justification and communication 1.,Medium,900,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,6,Generated—SME review recommended,Original parallel practice
APCBC-005-26,AP Calculus BC,AP Math and Computer Science,Unit 2: Differentiation—Definition and Fundamental Properties,Derivative as a Limit,导数的极限定义,Calculus BC,5%–10%,Determine Expressions and Values,MCQ 50%–70%; FRQ 35%–60%,Noncalculator Free Response,APCBC-005-26-SRC,AP Calculus BC — Derivative as a Limit — Practice Record 26,Table description,"Original mathematical practice record APCBC-005-26. A function-based model involving Derivative as a Limit is represented analytically and by a table near input x = 8. One output is 21, a reported rate is 2.6, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,"Using “AP Calculus BC — Derivative as a Limit — Practice Record 26,” construct and explain Derivative as a Limit. Show a valid mathematical procedure, connect at least two representations or contextual facts, and justify the conclusion with correct notation and units where applicable.",,,,,"A complete response should apply this governing idea: The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope. It should use the numerical, code, design, or study information in the practice record, show the relevant procedure or algorithm, and explain why the result follows under the stated conditions.",,"Responses can vary, but they must accurately use Derivative as a Limit, provide visible work or specific program/statistical evidence, and justify rather than merely state the result.",6-point instructional mathematics rubric: correct setup 1; valid procedure up to 2; accurate result 1; representation or context connection 1; justification and communication 1.,Medium,900,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,6,Generated—SME review recommended,Original parallel practice
APCBC-005-27,AP Calculus BC,AP Math and Computer Science,Unit 2: Differentiation—Definition and Fundamental Properties,Derivative as a Limit,导数的极限定义,Calculus BC,5%–10%,Translate Representations,MCQ 15%–30%; FRQ 10%–20%,Parametric/Polar FRQ,APCBC-005-27-SRC,AP Calculus BC — Derivative as a Limit — Practice Record 27,Graph description,"Original mathematical practice record APCBC-005-27. A function-based model involving Derivative as a Limit is represented analytically and by a table near input x = 2. One output is 9, a reported rate is 3.3, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,"Using “AP Calculus BC — Derivative as a Limit — Practice Record 27,” analyze and interpret Derivative as a Limit. Show a valid mathematical procedure, connect at least two representations or contextual facts, and justify the conclusion with correct notation and units where applicable.",,,,,"A complete response should apply this governing idea: The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope. It should use the numerical, code, design, or study information in the practice record, show the relevant procedure or algorithm, and explain why the result follows under the stated conditions.",,"Responses can vary, but they must accurately use Derivative as a Limit, provide visible work or specific program/statistical evidence, and justify rather than merely state the result.",6-point instructional mathematics rubric: correct setup 1; valid procedure up to 2; accurate result 1; representation or context connection 1; justification and communication 1.,Hard,900,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,6,Generated—SME review recommended,Original parallel practice
APCBC-005-28,AP Calculus BC,AP Math and Computer Science,Unit 2: Differentiation—Definition and Fundamental Properties,Derivative as a Limit,导数的极限定义,Calculus BC,5%–10%,Translate Representations,MCQ 15%–30%; FRQ 10%–20%,Series FRQ,APCBC-005-28-SRC,AP Calculus BC — Derivative as a Limit — Practice Record 28,Contextual model,"Original mathematical practice record APCBC-005-28. A function-based model involving Derivative as a Limit is represented analytically and by a table near input x = 5. One output is 14, a reported rate is 4, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,"Using “AP Calculus BC — Derivative as a Limit — Practice Record 28,” compare two valid approaches to Derivative as a Limit. Show a valid mathematical procedure, connect at least two representations or contextual facts, and justify the conclusion with correct notation and units where applicable.",,,,,"A complete response should apply this governing idea: The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope. It should use the numerical, code, design, or study information in the practice record, show the relevant procedure or algorithm, and explain why the result follows under the stated conditions.",,"Responses can vary, but they must accurately use Derivative as a Limit, provide visible work or specific program/statistical evidence, and justify rather than merely state the result.",6-point instructional mathematics rubric: correct setup 1; valid procedure up to 2; accurate result 1; representation or context connection 1; justification and communication 1.,Hard,900,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,6,Generated—SME review recommended,Original parallel practice
APCBC-005-29,AP Calculus BC,AP Math and Computer Science,Unit 2: Differentiation—Definition and Fundamental Properties,Derivative as a Limit,导数的极限定义,Calculus BC,5%–10%,Justify Reasoning and Solutions,MCQ 10%–20%; FRQ 35%–60%,Justification FRQ,APCBC-005-29-SRC,AP Calculus BC — Derivative as a Limit — Practice Record 29,Student solution,"Original mathematical practice record APCBC-005-29. A function-based model involving Derivative as a Limit is represented analytically and by a table near input x = 8. One output is 19, a reported rate is 4.7, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,"Using “AP Calculus BC — Derivative as a Limit — Practice Record 29,” identify a limitation and correct Derivative as a Limit. Show a valid mathematical procedure, connect at least two representations or contextual facts, and justify the conclusion with correct notation and units where applicable.",,,,,"A complete response should apply this governing idea: The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope. It should use the numerical, code, design, or study information in the practice record, show the relevant procedure or algorithm, and explain why the result follows under the stated conditions.",,"Responses can vary, but they must accurately use Derivative as a Limit, provide visible work or specific program/statistical evidence, and justify rather than merely state the result.",6-point instructional mathematics rubric: correct setup 1; valid procedure up to 2; accurate result 1; representation or context connection 1; justification and communication 1.,Hard,900,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,6,Generated—SME review recommended,Original parallel practice
APCBC-005-30,AP Calculus BC,AP Math and Computer Science,Unit 2: Differentiation—Definition and Fundamental Properties,Derivative as a Limit,导数的极限定义,Calculus BC,5%–10%,Communicate Results and Solutions,"FRQ only, 10%–25%",Accumulation FRQ,APCBC-005-30-SRC,AP Calculus BC — Derivative as a Limit — Practice Record 30,Calculator-output description,"Original mathematical practice record APCBC-005-30. A function-based model involving Derivative as a Limit is represented analytically and by a table near input x = 2. One output is 7, a reported rate is 5.4, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",64,"Using “AP Calculus BC — Derivative as a Limit — Practice Record 30,” develop a complete response involving Derivative as a Limit. Show a valid mathematical procedure, connect at least two representations or contextual facts, and justify the conclusion with correct notation and units where applicable.",,,,,"A complete response should apply this governing idea: The derivative is the limit of average rates of change and represents instantaneous rate of change or tangent-line slope. It should use the numerical, code, design, or study information in the practice record, show the relevant procedure or algorithm, and explain why the result follows under the stated conditions.",,"Responses can vary, but they must accurately use Derivative as a Limit, provide visible work or specific program/statistical evidence, and justify rather than merely state the result.",6-point instructional mathematics rubric: correct setup 1; valid procedure up to 2; accurate result 1; representation or context connection 1; justification and communication 1.,Hard,900,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,6,Generated—SME review recommended,Original parallel practice
APCBC-006-01,AP Calculus BC,AP Math and Computer Science,Unit 2: Differentiation—Definition and Fundamental Properties,Differentiability and Continuity,可导性与连续性,Calculus BC,5%–10%,Determine Expressions and Values,MCQ 50%–70%; FRQ 35%–60%,Multiple Choice,APCBC-006-01-SRC,AP Calculus BC — Differentiability and Continuity — Practice Record 01,Analytical representation,"Original mathematical practice record APCBC-006-01. A function-based model involving Differentiability and Continuity is represented analytically and by a table near input x = 7. One output is 15, a reported rate is 3.4, and all unmentioned domain and differentiability conditions required by the task are stated to hold. Students must connect procedures, representations, and justification rather than infer a graph from an image.",63,Which procedure or value is mathematically consistent in “AP Calculus BC — Differentiability and Continuity — Practice Record 01”?,"Differentiability and Continuity: Differentiability implies continuity, but corners, cusps, vertical tangents, discontinuities, and unequal one-sided derivatives can prevent differentiability.","Interpreting Derivatives in Context: A contextual derivative must identify the rate, input, units, and meaning at the specified instant rather than report only a number.","Optimization and Curve Analysis: Optimization converts constraints into a one-variable objective and compares critical and endpoint values, while derivative signs organize a complete curve analysis.","Slope Fields and Solution Curves: A slope field displays the derivative prescribed at each point, and solution curves must follow those local slopes without crossing incompatible directions.",A,1,"Choice A is best because Differentiability implies continuity, but corners, cusps, vertical tangents, discontinuities, and unequal one-sided derivatives can prevent differentiability. The other options invoke different atomic topics and do not satisfy the record's stated target as directly.",1 point for the keyed response; 0 points for any other response.,Easy,70,,,"None; formulas, code, tables, graphs, and calculator output needed for this item are represented as accessible text in passageText.",https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,https://apcentral.collegeboard.org/courses/ap-calculus-bc,"2026–27 CED; May 2027 MCQ count/timing update applied; AB subscore treated as score component, not a course",Original AP-aligned parallel practice. It does not reproduce an official released item and should receive subject-matter review before high-stakes use.,1,Generated—SME review recommended,Original parallel practice
