examQuestionId,examId,section,sectionOrder,questionNumber,examSequence,passageId,passageTitle,passageType,itemStatus,isScored,isOptionalSection,difficulty,responseType,questionText,choice1,choice2,choice3,choice4,answer,answerChoicePosition,pictureKey,contentDomain,officialSkill,secondaryClassification,teachingTopic,answerExplanation,distractorRationale,passageWordCount,estimatedTimeSeconds,internalSimilarityMax,qaAnswerCheck,qaBlueprintMatch,autoQAScore,reviewStatus,sourceOutlineUrl,officialReferenceUrl,authoringNote,maximumRawPoints,scoringRubric,imageAssetKey,imageSourceUrl,imageLicense,workIdentifiers
AP_CALCULUS_BC_M1-1-Q011,ap_calculus_bc_mock_exam_1,Multiple Choice,1,11,11,ap_calculus_bc_mock_exam_1-1-SET-04,Limits and Continuity stimulus 4,Original text stimulus set,Candidate,true,false,Easy,Multiple Choice,"A function approaches the same finite value from both sides of x=a, but f(a) is undefined. In replication 2, the same relationship is evaluated under a new but comparable set of conditions.

Which response best corrects a common misconception about the case?","In the follow-up setting, the misconception is corrected by noting that no definition can make the function continuous.","In the follow-up setting, the misconception is corrected by noting that the limit must be infinite.","In the follow-up setting, the misconception is corrected by noting that continuity depends only on the derivative at a.","In the follow-up setting, the misconception is corrected by noting that defining f(a) to equal the limit creates a removable continuous extension.",D,4,,Limits and Continuity,Mathematical/Computational Practices,Stimulus-based math and computer science reasoning,Limits and Continuity,A removable discontinuity is repaired by matching the function value to the limit.,"The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",16,143,0.667,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,AP Calculus BC | Limits and Continuity
AP_CALCULUS_BC_M1-1-Q012,ap_calculus_bc_mock_exam_1,Multiple Choice,1,12,12,ap_calculus_bc_mock_exam_1-1-SET-04,Differentiation: Definition and Fundamental Properties stimulus 4,Original text stimulus set,Candidate,true,false,Easy,Multiple Choice,"A velocity function v(t) is differentiable.

Which statement most accurately explains the relevant course concept?","The concept is correctly explained because acceleration is v'(t), and speed increases when v and v' have the same sign.",The concept is correctly explained because acceleration is the integral of velocity only.,"The concept is correctly explained because speed increases whenever v' is positive, regardless of v.",The concept is correctly explained because speed is the signed value of velocity.,A,1,,Differentiation: Definition and Fundamental Properties,Representations,Stimulus-based math and computer science reasoning,Differentiation: Definition and Fundamental Properties,"Speed is |v|, so its change depends on the signs of velocity and acceleration.","The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",6,143,0.571,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,AP Calculus BC | Differentiation: Definition and Fundamental Properties
AP_CALCULUS_BC_M1-1-Q013,ap_calculus_bc_mock_exam_1,Multiple Choice,1,13,13,ap_calculus_bc_mock_exam_1-1-SET-05,"Differentiation: Composite, Implicit, and Inverse Functions stimulus 5",Original text stimulus set,Candidate,true,false,Medium,Multiple Choice,"The inverse function g=f⁻¹ exists and f'(g(y)) is nonzero.

Which statement most accurately explains the relevant course concept?",The concept is correctly explained because g'(y)=f'(y).,The concept is correctly explained because g'(y)=1/f'(g(y)).,The concept is correctly explained because g'(y)=-f'(g(y)).,The concept is correctly explained because g'(y)=1/f'(y) without evaluating at g(y).,B,2,,"Differentiation: Composite, Implicit, and Inverse Functions",Procedural Execution,Stimulus-based math and computer science reasoning,"Differentiation: Composite, Implicit, and Inverse Functions",The inverse derivative formula follows from differentiating f(g(y))=y.,"The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",9,143,0.458,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,"AP Calculus BC | Differentiation: Composite, Implicit, and Inverse Functions"
AP_CALCULUS_BC_M1-1-Q014,ap_calculus_bc_mock_exam_1,Multiple Choice,1,14,14,ap_calculus_bc_mock_exam_1-1-SET-05,Contextual Applications of Differentiation stimulus 5,Original text stimulus set,Candidate,true,false,Medium,Multiple Choice,"A particle's acceleration and velocity have opposite signs on an interval. In replication 2, the same relationship is evaluated under a new but comparable set of conditions.

Which response best corrects a common misconception about the case?","In the follow-up setting, the misconception is corrected by noting that the particle must move in the positive direction.","In the follow-up setting, the misconception is corrected by noting that the speed increases because acceleration is nonzero.","In the follow-up setting, the misconception is corrected by noting that the particle's speed decreases on that interval.","In the follow-up setting, the misconception is corrected by noting that the particle's position is constant.",C,3,,Contextual Applications of Differentiation,Justification,Stimulus-based math and computer science reasoning,Contextual Applications of Differentiation,Opposite velocity and acceleration signs reduce the magnitude of velocity.,"The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",11,143,0.651,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,AP Calculus BC | Contextual Applications of Differentiation
AP_CALCULUS_BC_M1-1-Q015,ap_calculus_bc_mock_exam_1,Multiple Choice,1,15,15,ap_calculus_bc_mock_exam_1-1-SET-05,Analytical Applications of Differentiation stimulus 5,Original text stimulus set,Candidate,true,false,Medium,Multiple Choice,"A twice-differentiable function has f''>0 while f'<0.

Which statement most accurately explains the relevant course concept?",The concept is correctly explained because the function is increasing and concave down.,The concept is correctly explained because the function has constant slope.,The concept is correctly explained because the function must cross the x-axis.,The concept is correctly explained because the function is decreasing and concave up.,D,4,,Analytical Applications of Differentiation,Modeling,Stimulus-based math and computer science reasoning,Analytical Applications of Differentiation,The signs of the first and second derivatives determine monotonicity and concavity separately.,"The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",7,143,0.571,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,AP Calculus BC | Analytical Applications of Differentiation
AP_CALCULUS_BC_M1-1-Q016,ap_calculus_bc_mock_exam_1,Multiple Choice,1,16,16,ap_calculus_bc_mock_exam_1-1-SET-06,Integration and Accumulation of Change stimulus 6,Original text stimulus set,Candidate,true,false,Medium,Multiple Choice,"An improper integral is compared with ∫₁∞1/x² dx.

Which statement most accurately explains the relevant course concept?","The concept is correctly explained because if the integrand is nonnegative and no larger than 1/x² eventually, the comparison can establish convergence.",The concept is correctly explained because comparison with a convergent larger function proves divergence.,The concept is correctly explained because all improper integrals converge by the FTC.,The concept is correctly explained because the integral's convergence depends only on its lower limit.,A,1,,Integration and Accumulation of Change,Mathematical/Computational Practices,Stimulus-based math and computer science reasoning,Integration and Accumulation of Change,Direct comparison bounds a nonnegative integral by a known convergent integral.,"The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",8,143,0.462,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,AP Calculus BC | Integration and Accumulation of Change
AP_CALCULUS_BC_M1-1-Q017,ap_calculus_bc_mock_exam_1,Multiple Choice,1,17,17,ap_calculus_bc_mock_exam_1-1-SET-06,Differential Equations stimulus 6,Original text stimulus set,Candidate,true,false,Medium,Multiple Choice,"A logistic model satisfies dP/dt=kP(1-P/K). In replication 2, the same relationship is evaluated under a new but comparable set of conditions.

Which response best corrects a common misconception about the case?","In the follow-up setting, the misconception is corrected by noting that growth is constant for all P.","In the follow-up setting, the misconception is corrected by noting that growth is fastest when P=K/2 and slows as P approaches K.","In the follow-up setting, the misconception is corrected by noting that p=K is an unstable point with positive growth.","In the follow-up setting, the misconception is corrected by noting that the model has no carrying capacity.",B,2,,Differential Equations,Representations,Stimulus-based math and computer science reasoning,Differential Equations,The logistic growth term is maximized at half the carrying capacity.,"The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",5,143,0.634,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,AP Calculus BC | Differential Equations
AP_CALCULUS_BC_M1-1-Q018,ap_calculus_bc_mock_exam_1,Multiple Choice,1,18,18,ap_calculus_bc_mock_exam_1-1-SET-06,Applications of Integration stimulus 6,Original text stimulus set,Candidate,true,false,Medium,Multiple Choice,"A polar curve is r=f(θ) for a≤θ≤b.

Which statement most accurately explains the relevant course concept?",The concept is correctly explained because area is the integral of r alone.,The concept is correctly explained because arc length and area use the same integrand.,The concept is correctly explained because its enclosed area is one-half the integral of r² with respect to θ.,The concept is correctly explained because polar area requires converting to a slope field.,C,3,,Applications of Integration,Procedural Execution,Stimulus-based math and computer science reasoning,Applications of Integration,Polar sectors have differential area (1/2)r²dθ.,"The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",7,143,0.478,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,AP Calculus BC | Applications of Integration
AP_CALCULUS_BC_M1-1-Q019,ap_calculus_bc_mock_exam_1,Multiple Choice,1,19,19,ap_calculus_bc_mock_exam_1-1-SET-07,"Parametric, Polar, and Vector-Valued Functions stimulus 7",Original text stimulus set,Candidate,true,false,Hard,Multiple Choice,"A curve is given parametrically by x(t), y(t), with x'(t)≠0.

Which statement most accurately explains the relevant course concept?",The concept is correctly explained because dy/dx=x'(t)/y'(t) always.,The concept is correctly explained because dy/dx=y(t)/x(t).,The concept is correctly explained because the derivative is x'(t)+y'(t).,The concept is correctly explained because dy/dx=y'(t)/x'(t).,D,4,,"Parametric, Polar, and Vector-Valued Functions",Justification,Stimulus-based math and computer science reasoning,"Parametric, Polar, and Vector-Valued Functions",The chain rule relates derivatives with respect to the parameter.,"The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",10,143,0.5,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,"AP Calculus BC | Parametric, Polar, and Vector-Valued Functions"
AP_CALCULUS_BC_M1-1-Q020,ap_calculus_bc_mock_exam_1,Multiple Choice,1,20,20,ap_calculus_bc_mock_exam_1-1-SET-07,Infinite Sequences and Series stimulus 7,Original text stimulus set,Candidate,true,false,Hard,Multiple Choice,"A power series has radius of convergence R.

A student uses the case as evidence in an argument. Which claim is most defensible?","A defensible claim is that inside |x-a|<R it converges absolutely, while endpoints require separate tests.",A defensible claim is that it diverges at every endpoint and inside the interval.,A defensible claim is that the radius determines endpoint behavior automatically.,A defensible claim is that absolute convergence occurs only outside the radius.,A,1,,Infinite Sequences and Series,Modeling,Stimulus-based math and computer science reasoning,Infinite Sequences and Series,Power-series endpoint behavior is not determined by the radius alone.,"The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",8,143,0.571,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,AP Calculus BC | Infinite Sequences and Series
AP_CALCULUS_BC_M1-1-Q021,ap_calculus_bc_mock_exam_1,Multiple Choice,1,21,21,ap_calculus_bc_mock_exam_1-1-SET-07,Limits and Continuity stimulus 7,Original text stimulus set,Candidate,true,false,Easy,Multiple Choice,"A function approaches the same finite value from both sides of x=a, but f(a) is undefined. In replication 2, the same relationship is evaluated under a new but comparable set of conditions.

Which statement would be the strongest basis for a justified prediction?","In the follow-up setting, a justified prediction follows from the fact that no definition can make the function continuous.","In the follow-up setting, a justified prediction follows from the fact that defining f(a) to equal the limit creates a removable continuous extension.","In the follow-up setting, a justified prediction follows from the fact that the limit must be infinite.","In the follow-up setting, a justified prediction follows from the fact that continuity depends only on the derivative at a.",B,2,,Limits and Continuity,Mathematical/Computational Practices,Stimulus-based math and computer science reasoning,Limits and Continuity,A removable discontinuity is repaired by matching the function value to the limit.,"The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",16,143,0.643,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,AP Calculus BC | Limits and Continuity
AP_CALCULUS_BC_M1-1-Q022,ap_calculus_bc_mock_exam_1,Multiple Choice,1,22,22,ap_calculus_bc_mock_exam_1-1-SET-08,Differentiation: Definition and Fundamental Properties stimulus 8,Original text stimulus set,Candidate,true,false,Easy,Multiple Choice,"A velocity function v(t) is differentiable.

A student uses the case as evidence in an argument. Which claim is most defensible?",A defensible claim is that acceleration is the integral of velocity only.,"A defensible claim is that speed increases whenever v' is positive, regardless of v.","A defensible claim is that acceleration is v'(t), and speed increases when v and v' have the same sign.",A defensible claim is that speed is the signed value of velocity.,C,3,,Differentiation: Definition and Fundamental Properties,Representations,Stimulus-based math and computer science reasoning,Differentiation: Definition and Fundamental Properties,"Speed is |v|, so its change depends on the signs of velocity and acceleration.","The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",6,143,0.68,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,AP Calculus BC | Differentiation: Definition and Fundamental Properties
AP_CALCULUS_BC_M1-1-Q023,ap_calculus_bc_mock_exam_1,Multiple Choice,1,23,23,ap_calculus_bc_mock_exam_1-1-SET-08,"Differentiation: Composite, Implicit, and Inverse Functions stimulus 8",Original text stimulus set,Candidate,true,false,Medium,Multiple Choice,"The inverse function g=f⁻¹ exists and f'(g(y)) is nonzero.

A student uses the case as evidence in an argument. Which claim is most defensible?",A defensible claim is that g'(y)=f'(y).,A defensible claim is that g'(y)=-f'(g(y)).,A defensible claim is that g'(y)=1/f'(y) without evaluating at g(y).,A defensible claim is that g'(y)=1/f'(g(y)).,D,4,,"Differentiation: Composite, Implicit, and Inverse Functions",Procedural Execution,Stimulus-based math and computer science reasoning,"Differentiation: Composite, Implicit, and Inverse Functions",The inverse derivative formula follows from differentiating f(g(y))=y.,"The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",9,143,0.586,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,"AP Calculus BC | Differentiation: Composite, Implicit, and Inverse Functions"
AP_CALCULUS_BC_M1-1-Q024,ap_calculus_bc_mock_exam_1,Multiple Choice,1,24,24,ap_calculus_bc_mock_exam_1-1-SET-08,Contextual Applications of Differentiation stimulus 8,Original text stimulus set,Candidate,true,false,Medium,Multiple Choice,"A particle's acceleration and velocity have opposite signs on an interval. In replication 2, the same relationship is evaluated under a new but comparable set of conditions.

Which statement would be the strongest basis for a justified prediction?","In the follow-up setting, a justified prediction follows from the fact that the particle's speed decreases on that interval.","In the follow-up setting, a justified prediction follows from the fact that the particle must move in the positive direction.","In the follow-up setting, a justified prediction follows from the fact that the speed increases because acceleration is nonzero.","In the follow-up setting, a justified prediction follows from the fact that the particle's position is constant.",A,1,,Contextual Applications of Differentiation,Justification,Stimulus-based math and computer science reasoning,Contextual Applications of Differentiation,Opposite velocity and acceleration signs reduce the magnitude of velocity.,"The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",11,143,0.651,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,AP Calculus BC | Contextual Applications of Differentiation
AP_CALCULUS_BC_M1-1-Q025,ap_calculus_bc_mock_exam_1,Multiple Choice,1,25,25,ap_calculus_bc_mock_exam_1-1-SET-09,Analytical Applications of Differentiation stimulus 9,Original text stimulus set,Candidate,true,false,Medium,Multiple Choice,"A twice-differentiable function has f''>0 while f'<0.

A student uses the case as evidence in an argument. Which claim is most defensible?",A defensible claim is that the function is increasing and concave down.,A defensible claim is that the function is decreasing and concave up.,A defensible claim is that the function has constant slope.,A defensible claim is that the function must cross the x-axis.,B,2,,Analytical Applications of Differentiation,Modeling,Stimulus-based math and computer science reasoning,Analytical Applications of Differentiation,The signs of the first and second derivatives determine monotonicity and concavity separately.,"The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",7,143,0.68,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,AP Calculus BC | Analytical Applications of Differentiation
AP_CALCULUS_BC_M1-1-Q026,ap_calculus_bc_mock_exam_1,Multiple Choice,1,26,26,ap_calculus_bc_mock_exam_1-1-SET-09,Integration and Accumulation of Change stimulus 9,Original text stimulus set,Candidate,true,false,Medium,Multiple Choice,"An improper integral is compared with ∫₁∞1/x² dx.

A student uses the case as evidence in an argument. Which claim is most defensible?",A defensible claim is that comparison with a convergent larger function proves divergence.,A defensible claim is that all improper integrals converge by the FTC.,"A defensible claim is that if the integrand is nonnegative and no larger than 1/x² eventually, the comparison can establish convergence.",A defensible claim is that the integral's convergence depends only on its lower limit.,C,3,,Integration and Accumulation of Change,Mathematical/Computational Practices,Stimulus-based math and computer science reasoning,Integration and Accumulation of Change,Direct comparison bounds a nonnegative integral by a known convergent integral.,"The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",8,143,0.536,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,AP Calculus BC | Integration and Accumulation of Change
AP_CALCULUS_BC_M1-1-Q027,ap_calculus_bc_mock_exam_1,Multiple Choice,1,27,27,ap_calculus_bc_mock_exam_1-1-SET-09,Differential Equations stimulus 9,Original text stimulus set,Candidate,true,false,Medium,Multiple Choice,"A logistic model satisfies dP/dt=kP(1-P/K). In replication 2, the same relationship is evaluated under a new but comparable set of conditions.

Which statement would be the strongest basis for a justified prediction?","In the follow-up setting, a justified prediction follows from the fact that growth is constant for all P.","In the follow-up setting, a justified prediction follows from the fact that p=K is an unstable point with positive growth.","In the follow-up setting, a justified prediction follows from the fact that the model has no carrying capacity.","In the follow-up setting, a justified prediction follows from the fact that growth is fastest when P=K/2 and slows as P approaches K.",D,4,,Differential Equations,Representations,Stimulus-based math and computer science reasoning,Differential Equations,The logistic growth term is maximized at half the carrying capacity.,"The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",5,143,0.634,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,AP Calculus BC | Differential Equations
AP_CALCULUS_BC_M1-1-Q028,ap_calculus_bc_mock_exam_1,Multiple Choice,1,28,28,ap_calculus_bc_mock_exam_1-1-SET-10,Applications of Integration stimulus 10,Original text stimulus set,Candidate,true,false,Medium,Multiple Choice,"A polar curve is r=f(θ) for a≤θ≤b.

A student uses the case as evidence in an argument. Which claim is most defensible?",A defensible claim is that its enclosed area is one-half the integral of r² with respect to θ.,A defensible claim is that area is the integral of r alone.,A defensible claim is that arc length and area use the same integrand.,A defensible claim is that polar area requires converting to a slope field.,A,1,,Applications of Integration,Procedural Execution,Stimulus-based math and computer science reasoning,Applications of Integration,Polar sectors have differential area (1/2)r²dθ.,"The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",7,143,0.571,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,AP Calculus BC | Applications of Integration
AP_CALCULUS_BC_M1-1-Q029,ap_calculus_bc_mock_exam_1,Multiple Choice,1,29,29,ap_calculus_bc_mock_exam_1-1-SET-10,"Parametric, Polar, and Vector-Valued Functions stimulus 10",Original text stimulus set,Candidate,true,false,Hard,Multiple Choice,"A curve is given parametrically by x(t), y(t), with x'(t)≠0.

A student uses the case as evidence in an argument. Which claim is most defensible?",A defensible claim is that dy/dx=x'(t)/y'(t) always.,A defensible claim is that dy/dx=y'(t)/x'(t).,A defensible claim is that dy/dx=y(t)/x(t).,A defensible claim is that the derivative is x'(t)+y'(t).,B,2,,"Parametric, Polar, and Vector-Valued Functions",Justification,Stimulus-based math and computer science reasoning,"Parametric, Polar, and Vector-Valued Functions",The chain rule relates derivatives with respect to the parameter.,"The three distractors reverse the relationship, overgeneralize beyond the evidence, or invoke a neighboring but inapplicable concept.",10,143,0.571,true,true,0.92,Candidate pool — automated QA passed; SME editorial review and pilot calibration required,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,https://apcentral.collegeboard.org/courses/ap-calculus-bc/exam,Original parallel mock item. Modeled on the current official AP course framework and public exam format; no official question text is reproduced. Automated blueprint and key checks are complete; subject-matter editorial review and student pilot data are still required before operational use.,1,1 point for the correct answer; 0 points otherwise.,,,,"AP Calculus BC | Parametric, Polar, and Vector-Valued Functions"
