examQuestionId,examId,section,module,route,questionNumber,examSequence,difficulty,responseType,questionText,answer,pictureKey,contentDomain,officialSkill,teachingTopic,answerExplanation,distractorRationale,passageWordCount,estimatedTimeSeconds,autoQAScore,reviewStatus,originalQuestionId,originalMockExam,originalRoute,sourceSimilarityMax,internalSimilarityMax,qaAnswerCheck,qaBlueprintMatch,sourceOutlineUrl,authoringNote
SAT_MOCK_EXAM_1-RW-M1-Q11,sat_mock_exam_1,Reading and Writing,M1,Common,11,11,Medium,Multiple Choice,"A team working in public policy investigated bilingual street signs at several locations. Across the locations, residents navigated unfamiliar districts more accurately when both languages appeared. Although the strength of the pattern varied, it appeared in each location, suggesting that the result was not limited to a single site. Which choice best states the main idea of the text?
A) Researchers proved that every feature of bilingual street signs is identical at all locations.
B) A study found no meaningful pattern involving bilingual street signs.
C) A multisite study of bilingual street signs found a recurring pattern, though the pattern’s strength differed by location.
D) Researchers studied bilingual street signs at only one location and warned against comparison.",C,,Information and Ideas,Central Ideas and Details,识别主旨、核心观点和最恰当概括,The correct choice captures both the repeated result and the stated variation across locations.,"The distractors contradict the passage by claiming no pattern, a single site, or complete uniformity.",59,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M1-Q11,Mock A,Common,0,0.304,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M1-Q12,sat_mock_exam_1,Reading and Writing,M1,Common,12,12,Medium,Multiple Choice,"A researcher claims that a particular design feature can materially influence outcomes involving community seed libraries. Which finding, if true, would most directly support the researcher’s claim?
A) Participants reported that they had heard of community seed libraries before the study.
B) The study’s locations differed in age, but the feature was not recorded.
C) Researchers used the same data-entry software at every location.
D) When the feature was present, borrowers returned locally adapted seeds after each growing season; when it was absent, that pattern was substantially weaker.",D,,Information and Ideas,Command of Evidence - Textual,选择最能支持某项结论的文本证据,"The correct choice directly compares outcomes with and without the design feature, isolating the relationship described in the claim.","The other findings concern familiarity, site age, or data entry and therefore do not directly test the claimed influence.",27,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M1-Q12,Mock A,Common,0.065,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M1-Q13,sat_mock_exam_1,Reading and Writing,M1,Common,13,13,Medium,Multiple Choice,"Researchers studying bilingual street signs collected data during both routine conditions and unusually demanding conditions. During routine conditions, the groups differed little. During demanding conditions, however, residents navigated unfamiliar districts more accurately when both languages appeared. The researchers did not change any other part of the procedure. Which choice most logically completes the text?
A) The factor associated with the finding may matter more under demanding conditions than under routine conditions.
B) The groups must have been measured with entirely different procedures.
C) The finding demonstrates that routine conditions never affect any outcome.
D) The researchers should assume that the factor has exactly the same effect in all conditions.",A,,Information and Ideas,Inferences,根据文本证据作合理推断,The contrast between similar routine results and different demanding-condition results supports a condition-dependent inference.,The distractors contradict the controlled procedure or make absolute claims not supported by the passage.,54,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M1-Q13,Mock A,Common,0,0.091,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M1-Q14,sat_mock_exam_1,Reading and Writing,M1,Common,14,14,Medium,Multiple Choice,"Researchers studying recycled glass concrete collected data during both routine conditions and unusually demanding conditions. During routine conditions, the groups differed little. During demanding conditions, however, small glass particles increased reflectivity without reducing compressive strength. The researchers did not change any other part of the procedure. Which choice most logically completes the text?
A) The groups must have been measured with entirely different procedures.
B) The factor associated with the finding may matter more under demanding conditions than under routine conditions.
C) The finding demonstrates that routine conditions never affect any outcome.
D) The researchers should assume that the factor has exactly the same effect in all conditions.",B,,Information and Ideas,Inferences,根据文本证据作合理推断,The contrast between similar routine results and different demanding-condition results supports a condition-dependent inference.,The distractors contradict the controlled procedure or make absolute claims not supported by the passage.,53,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M1-Q14,Mock A,Common,0,0.393,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M1-Q15,sat_mock_exam_1,Reading and Writing,M1,Common,15,15,Hard,Multiple Choice,"A researcher claims that a particular design feature can materially influence outcomes involving modular school furniture. Which finding, if true, would most directly support the researcher’s claim?
A) Participants reported that they had heard of modular school furniture before the study.
B) The study’s locations differed in age, but the feature was not recorded.
C) When the feature was present, students rearranged lightweight desks more often for collaborative tasks; when it was absent, that pattern was substantially weaker.
D) Researchers used the same data-entry software at every location.",C,,Information and Ideas,Command of Evidence - Textual,选择最能支持某项结论的文本证据,"The correct choice directly compares outcomes with and without the design feature, isolating the relationship described in the claim.","The other findings concern familiarity, site age, or data entry and therefore do not directly test the claimed influence.",27,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M1-Q15,Mock A,Common,0.065,0.548,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M1-Q16,sat_mock_exam_1,Reading and Writing,M1,Common,16,16,Easy,Multiple Choice,"The research team tested handwoven textiles at four locations ______ and the same pattern appeared at every location. Which choice completes the text so that it conforms to the conventions of Standard English?
A) ;
B) :
C) , but
D) ,",D,,Standard English Conventions,Boundaries,句子边界与标点使用,A comma before the coordinating conjunction “and” correctly joins two independent clauses.,The distractors misuse punctuation before the coordinating conjunction.,33,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M1-Q16,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M1-Q17,sat_mock_exam_1,Reading and Writing,M1,Common,17,17,Easy,Multiple Choice,"A set of measurements from the three sites ______ that the pattern involving night-blooming flowers is consistent. Which choice completes the text so that it conforms to the conventions of Standard English?
A) indicates
B) indicate
C) have indicated
D) were indicating",A,,Standard English Conventions,"Form, Structure, and Sense",语法形式、结构与语意,The singular subject “set” requires the singular verb “indicates.”,"The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",32,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M1-Q17,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M1-Q18,sat_mock_exam_1,Reading and Writing,M1,Common,18,18,Medium,Multiple Choice,"The instrument used to study coral nursery frames has a primary component ______ that can be replaced without special tools. Which choice completes the text so that it conforms to the conventions of Standard English?
A) a thin ceramic membrane,
B) , a thin ceramic membrane,
C) : a thin ceramic membrane;
D) —a thin ceramic membrane,",B,,Standard English Conventions,Boundaries,句子边界与标点使用,The appositive is nonessential and must be set off with matching commas.,The distractors use unmatched or inappropriate punctuation.,35,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M1-Q18,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M1-Q19,sat_mock_exam_1,Reading and Writing,M1,Common,19,19,Medium,Multiple Choice,"The survey revealed one especially consistent result ______ parks with permanent tables attracted longer intergenerational visits. Which choice completes the text so that it conforms to the conventions of Standard English?
A) ,
B) ;
C) :
D)  although",C,,Standard English Conventions,Boundaries,句子边界与标点使用,A colon can follow a complete clause to introduce the result that explains it.,A comma or semicolon does not correctly introduce the explanatory phrase as written.,31,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M1-Q19,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M1-Q20,sat_mock_exam_1,Reading and Writing,M1,Common,20,20,Medium,Multiple Choice,"By the time the second survey of paper microfluidic tests began, the team ______ the equipment against a reference instrument. Which choice completes the text so that it conforms to the conventions of Standard English?
A) calibrates
B) will calibrate
C) is calibrating
D) had calibrated",D,,Standard English Conventions,"Form, Structure, and Sense",语法形式、结构与语意,Past perfect marks an action completed before another past action began.,"The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",35,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M1-Q20,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M1-Q21,sat_mock_exam_1,Reading and Writing,M1,Common,21,21,Hard,Multiple Choice,"After the researchers recalibrated the sensors ______ they repeated all measurements involving library tool collections. Which choice completes the text so that it conforms to the conventions of Standard English?
A) ,
B) ;
C) :
D) —",A,,Standard English Conventions,Boundaries,句子边界与标点使用,A comma follows the introductory dependent clause.,The other choices either omit required punctuation or separate the dependent clause incorrectly.,30,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M1-Q21,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M1-Q22,sat_mock_exam_1,Reading and Writing,M1,Common,22,22,Hard,Multiple Choice,"For the project involving library tool collections, the engineers designed the frame to be lightweight, durable, and ______. Which choice completes the text so that it conforms to the conventions of Standard English?
A) repairs easily
B) easy to repair
C) with easy repairs
D) it can be repaired easily",B,,Standard English Conventions,"Form, Structure, and Sense",语法形式、结构与语意,“Easy to repair” is parallel with the preceding adjectives in the series.,"The incorrect choices either contradict a stated detail, reverse the relationship, or use a related idea imprecisely.",33,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M1-Q22,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M1-Q23,sat_mock_exam_1,Reading and Writing,M1,Common,23,23,Easy,Multiple Choice,"While researching a topic, a student has taken the following notes:
• A 2018 study in education examined modular school furniture.
• The study included 6 sites.
• It found that students rearranged lightweight desks more often for collaborative tasks.
• The student wants to emphasize both the scope and the principal finding of the study.
Which choice most effectively uses relevant information from the notes to accomplish the goal?
A) In 2018, researchers conducted a study, but the number of sites is not known.
B) Researchers in education have studied many topics, including some unrelated to modular school furniture.
C) A 2018 study of modular school furniture across 6 sites found that students rearranged lightweight desks more often for collaborative tasks.
D) The 2018 study included 6 sites; however, its finding about modular school furniture was the opposite of what the notes report.",C,,Expression of Ideas,Rhetorical Synthesis,根据写作目标筛选并综合笔记信息,The correct choice accurately combines the study’s scope and its principal finding in one concise sentence.,"The distractors omit required information, add irrelevant content, or contradict the notes.",66,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M1-Q23,Mock A,Common,0.08,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M1-Q24,sat_mock_exam_1,Reading and Writing,M1,Common,24,24,Medium,Multiple Choice,"While researching a topic, a student has taken the following notes:
• A 2019 study in materials science examined recycled glass concrete.
• The study included 9 sites.
• It found that small glass particles increased reflectivity without reducing compressive strength.
• The student wants to emphasize both the scope and the principal finding of the study.
Which choice most effectively uses relevant information from the notes to accomplish the goal?
A) In 2019, researchers conducted a study, but the number of sites is not known.
B) Researchers in materials science have studied many topics, including some unrelated to recycled glass concrete.
C) The 2019 study included 9 sites; however, its finding about recycled glass concrete was the opposite of what the notes report.
D) A 2019 study of recycled glass concrete across 9 sites found that small glass particles increased reflectivity without reducing compressive strength.",D,,Expression of Ideas,Rhetorical Synthesis,根据写作目标筛选并综合笔记信息,The correct choice accurately combines the study’s scope and its principal finding in one concise sentence.,"The distractors omit required information, add irrelevant content, or contradict the notes.",67,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M1-Q24,Mock A,Common,0.08,0.244,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M1-Q25,sat_mock_exam_1,Reading and Writing,M1,Common,25,25,Medium,Multiple Choice,"The first prototype was inexpensive to build. ______, it failed after repeated exposure to salt water. Which choice completes the text with the most logical transition?
A) However
B) Likewise
C) For example
D) Therefore",A,,Expression of Ideas,Transitions,根据逻辑关系选择过渡词,The second sentence contrasts low cost with poor durability.,The distractors signal a different logical relationship from the one between the two sentences.,26,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M1-Q25,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M1-Q26,sat_mock_exam_1,Reading and Writing,M1,Common,26,26,Hard,Multiple Choice,"While researching a topic, a student has taken the following notes:
• A 2020 study in acoustics examined wooden concert halls.
• The study included 12 sites.
• It found that irregular wall panels scattered sound more evenly across seats.
• The student wants to emphasize both the scope and the principal finding of the study.
Which choice most effectively uses relevant information from the notes to accomplish the goal?
A) In 2020, researchers conducted a study, but the number of sites is not known.
B) A 2020 study of wooden concert halls across 12 sites found that irregular wall panels scattered sound more evenly across seats.
C) Researchers in acoustics have studied many topics, including some unrelated to wooden concert halls.
D) The 2020 study included 12 sites; however, its finding about wooden concert halls was the opposite of what the notes report.",B,,Expression of Ideas,Rhetorical Synthesis,根据写作目标筛选并综合笔记信息,The correct choice accurately combines the study’s scope and its principal finding in one concise sentence.,"The distractors omit required information, add irrelevant content, or contradict the notes.",66,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M1-Q26,Mock A,Common,0.08,0.247,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M1-Q27,sat_mock_exam_1,Reading and Writing,M1,Common,27,27,Hard,Multiple Choice,"The archive digitized its most fragile maps. ______, researchers can examine the maps without handling the originals. Which choice completes the text with the most logical transition?
A) Nevertheless
B) Meanwhile
C) As a result
D) For instance",C,,Expression of Ideas,Transitions,根据逻辑关系选择过渡词,The second sentence states a result of digitization.,The distractors signal a different logical relationship from the one between the two sentences.,27,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M1-Q27,Mock A,Common,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
SAT_MOCK_EXAM_1-RW-M2-Q01,sat_mock_exam_1,Reading and Writing,M2,Harder,1,28,Easy,Multiple Choice,"A research team studying quiet pavement reported that porous road surfaces reduced tire noise at moderate speeds. The artist’s repeated circles are not incidental; they are a _______ feature of the series. Which choice completes the text with the most logical and precise word or phrase?
A) deliberate
B) scarce
C) neutral
D) portable",A,,Craft and Structure,Words in Context,根据上下文辨析近义词的精确含义,The context calls for “deliberate”: deliberate means intentional.,Each distractor is grammatically possible but does not express the precise relationship established by the surrounding sentences.,46,71,100,Auto QA Passed - Human Review Pending,SAT-MOCK-A-RW-M2H-Q01,Mock A,Harder,0,0,true,true,https://pf6xrzskv9.feishu.cn/docx/I4kbdmNLKo2UYvxnaNecwqPBnre?from=from_copylink,Original mock item; modeled on taxonomy and current Digital SAT blueprint; not copied from the source bank.
